source,soru,cevap,category,qid,edited_cevap,label
ragturk,"Henry Ford, Ford Motor Company'yi hangi yıl kurdu?",1903 yılında,FACTUAL,,,
ragturk,Henry Ford'un iş hayatı ve kişisel görüşlerindeki hangi farklı yönler onun karmaşık bir figür olduğunu göstermektedir?,"Henry Ford'un karmaşık kişiliği, iş hayatında Ford Motor Company'yi kurmadan önce yaşadığı başarısızlıklarla başlar. Tüketiciliğin dünya barışına katkı sağlayacağına inanan küresel bir vizyona sahip olmasına karşın, Birinci Dünya Savaşı'nın başlarında pasifist olmasına rağmen şirketi savaş sırasında büyük bir silah tedarikçisi olmuştur. Ayrıca, Milletler Cemiyeti'ni desteklerken, 1920'lerde The Dearborn Independent ve The International Jew gibi yayınlar aracılığıyla antisemitizmi teşvik etmiştir. İkinci Dünya Savaşı'na ABD'nin girmesine karşı çıkması da bu karmaşık yapının bir parçasıdır.",INTERPRETATION,,,
ragturk,1970 yapımı İtalyan politik suç gerilim filmi 'Her Türlü Kuşkunun Ötesinde Bir Vatandaş Üstüne Soruşturma'nın yönetmeni kimdir?,Elio Petri.,FACTUAL,,,
ragturk,"Her Türlü Kuşkunun Ötesinde Bir Vatandaş Üstüne Soruşturma filmi, hem ilk gösterime girdiğinde hem de sonraki yıllarda hangi önemli ödülleri ve kültürel takdirleri almıştır?","Film, 1970 Cannes Film Festivali'nde Jüri Ödülü'nü, David di Donatello Ödülleri'nde En İyi Film ve En İyi Erkek Oyuncu (Gian Maria Volonté) ödüllerini ve Akademi Ödülleri'nde En İyi Yabancı Dilde Film Ödülü'nü kazanmıştır. Ayrıca, yönetmen Elio Petri ve senarist Ugo Pirro En İyi Özgün Senaryo Akademi Ödülü'ne aday gösterilmiştir. Daha sonra, 2008 yılında İtalya Kültür Bakanlığı tarafından ülkenin kolektif hafızasını değiştiren 100 film arasında gösterilerek ""Korunması Gereken 100 İtalyan Filmi"" listesine dahil edilmiştir.",INTERPRETATION,,,
ragturk,"Herbstnebel operasyonu, Adolf Hitler'in hangi planına alternatif olarak oluşturuldu?",Wacht am Rhein,FACTUAL,,,
ragturk,"Herbstnebel Operasyonu, Adolf Hitler'in Wacht am Rhein planına neden bir alternatif olarak tasarlanmış ve bu operasyonun Model ve von Rundstedt tarafından ortaklaşa belirlenen ana hedefleri nelerdi?","Herbstnebel Operasyonu, Alman Mareşali Walter Model ve diğer üst düzey komutanların, Adolf Hitler'in Anvers'i ele geçirme ve Belçika ve Hollanda'daki tüm Müttefik güçlerini şişirme planı olan Wacht am Rhein'ı Almanya'nın o zamanki sınırlı kaynakları göz önüne alındığında ulaşılamaz bulmaları nedeniyle bir alternatif olarak oluşturuldu. Model ve von Rundstedt tarafından bir araya getirilen ve Model tarafından ""küçük çözüm"" olarak adlandırılan ortak çözümün ana hedefi, Maas Nehri'ni geçmeyecek, ancak doğu Belçika ve Lüksemburg'daki Müttefik kuvvetlerine keskin bir yenilgi getirecek daha az iddialı bir saldırı başlatmaktı; operasyon alanı Maas'ın doğusunda kalacaktı.",INTERPRETATION,,,
ragturk,"1930'ların sonları ve 1940'ların başlarında Lang, hangi takımın lider pilotlarından biri olarak motorsporları dünyasında saygı kazanmıştır?",Mercedes-Benz,FACTUAL,,,
ragturk,"Hermann Lang'ın genç yaşlardaki ilgi alanları ve kariyer başlangıcı, Mercedes-Benz ile olan birleşmesine ve ardından gelen başarılarına nasıl katkıda bulunmuştur?","Hermann Lang, genç yaşlardan itibaren hız ve otomobillere ilgi duymasıyla otomobillerle ilgili kariyerine erken yaşta başlamıştır. 1930'ların sonlarına doğru motor sporlarına olan bu ilgisi ve yeteneği, dönemin en ünlü yarış ekiplerinden biri olan Mercedes-Benz'in dikkatini çekmiş ve marka onu yarış takımına davet etmiştir. Lang, Mercedes-Benz için yarışmaya başladıktan sonra hızla başarılar elde etmiştir.",INTERPRETATION,,,
ragturk,Hertvisi'deki kalenin en erken ne zaman inşa edildiği tahmin edilmektedir?,İÖ 4. yüzyılda,FACTUAL,,,
ragturk,"Hertvisi'nin coğrafi konumu, yerleşimin isminin kökenini ve Osmanlı idaresi altındaki idari önemini nasıl etkilemiştir?","Hertvisi, Paravani Deresi'nin Kura Nehri'ne karıştığı yerde kurulmuş olması sebebiyle, ""dere"" ve ""birleşme"" kelimelerinden türeyen bir yer adı olan ismini almıştır. Bu coğrafi konum, Orta Çağ'da önemli bir kale-kent olarak işlev görmesine yol açmış, 1578'de Osmanlı hakimiyetine geçtikten sonra ise aynı adlı bir liva ve nahiyenin idari merkezi olarak kayıtlara geçmiştir. Osmanlıların Gürcistan Vilayeti olarak adlandırdığı eyaletin sekiz livasından biri olan Hertvisi livası, üç nahiyeyi ve toplam 119 köyü kapsayan geniş bir idari bölgenin merkezi olmuştur.",INTERPRETATION,,,
ragturk,İyi tanımlanmış bir matematiksel ifadenin veya hesaplamanın en bilinen tanımı kim tarafından geliştirilmiştir?,Alan Turing,FACTUAL,,,
ragturk,"Alan Turing'in ""iyi tanımlanmış"" bir ifade veya hesaplama tanımı, ""hesaplanabilir"" kavramının temelini nasıl atmış ve modern programlama dillerindeki ifadeler de dahil olmak üzere hangi alanları kapsamıştır, buna karşın hangi sınırlamalara sahiptir?","Turing, iyi tanımlanmış bir ifadeyi veya hesaplamayı, bir Turing makinesinin başlangıç parametreleri cinsinden ifade edilebilen herhangi bir ifade olarak tanımlamıştır. Bu tanım, günümüzde bu özelliği taşıyan resmi ifadelerin ve hesaplamaların ""hesaplanabilir"" olarak adlandırılmasının temelini atmıştır ve hesaplama terimi bu işlemleri tanımlar. Turing'in tanımı, tüm düzgün biçimlendirilmiş cebirsel ifadeleri ve modern programlama dillerinde yazılmış tüm ifadeleri kapsayan çok geniş bir matematiksel ifade sınıfına uygulanmıştır. Ancak, durdurma problemi gibi bazı matematiksel kavramlar bu tanıma göre iyi tanımlanmış değildir ve bu tanımın sınırlılıklarını göstermektedir.",INTERPRETATION,,,
ragturk,I. Dünya Savaşı'ndan önce Osmanlılara karşı Britanya İmparatorluğu ile işbirliğine başlayan Hicaz şerifi kimdi?,Hüseyin bin Ali.,FACTUAL,,,
ragturk,"Osmanlı'nın Hicaz üzerindeki tarihi idaresi ve Şerif Hüseyin'in eylemleri, Hicaz Haşimi Krallığı'nın kuruluşuna nasıl yol açmıştır?","1517'de Osmanlı İmparatorluğu'na dahil edilen ve idaresi Mekke şeriflerine bırakılan Hicaz'da, II. Meşrutiyet sonrası şerif tayin edilen Hüseyin bin Ali, I. Dünya Savaşı'ndan önce kendi hakimiyetini sağlamlaştırmak ve tüm Arapları birleştirmek amacıyla Britanya İmparatorluğu ile işbirliğine başladı. Osmanlılara karşı verilen bu mücadeleler ve Osmanlı İmparatorluğu'nun I. Dünya Savaşı'nda yenilmesi sonucunda Hicaz millî bağımsızlığını kazanarak Haşimi Hanedanlığı tarafından yönetilen Hicaz Haşimi Krallığı kurulmuştur.",INTERPRETATION,,,
ragturk,"Indiana Jones film serisinde, Kristal Kafatası Krallığı'nda Jones ne aramaktadır?",Kristal Kafataslarını,FACTUAL,,,
ragturk,"Hikâye araçları, anlatının ilerlemesini sağlamak veya kurgusal bölümlerde zorluklar çıkarmak için farklı eserlerde nasıl kullanılmıştır?","Hikâye araçları, anlatının ilerlemesini sağlamak veya karakterlere zorluklar çıkarmak üzere tasarlanmıştır. Örneğin, Indiana Jones serilerinde Jones'un mistik eserlerin peşine düşmesi hikayeyi ileri taşır. Harry Potter serisinde Felsefe Taşı, Harry'nin Lord Voldemort'un geri dönüşünü engelleme çabasına bir amaç ve zorluk katarken; Yüzüklerin Efendisi'nde yüzüğü yok etme çabası tüm roman boyunca ana araç ve zorluk kaynağı olmuştur. Orta Çağ'dan Pirinçten Şehir hikayesi de Süleyman'ın Cin'ini tuzağa düşüren pirinç gemiyi bulma yolculuğuyla anlatıyı ilerleten ve karakterlere zorluklar çıkaran bir araç sunar.",INTERPRETATION,,,
ragturk,Kano sporuna kaç yaşında başladı?,11 yaşında,FACTUAL,,,
ragturk,Hilal Avcı'nın kariyeri boyunca katıldığı başlıca yarış mesafeleri nelerdir ve uluslararası şampiyonalardaki performansında nasıl bir gelişim gözlemlenmiştir?,"Hilal Avcı, kariyeri boyunca K-1 sınıfında 200 metre, 500 metre ve 1000 metre, K-2 sınıfında ise 200 metre ve 500 metre yarışlarında mücadele etmiştir. Performansında farklılıklar gözlemlenmiştir; 2013 yılında Uluslararası Azerbaycan Cumhurbaşkanlığı Kano Şampiyonası'nda altın madalya kazanmış ve 2019 ICF Kano Sprint Dünya Şampiyonası'nda 500 metrede 3. olarak önemli bir başarı elde etmiştir. Ancak 2017'deki Avrupa Gençler Kano Şampiyonası'nda 500 metrede 12. ve 1000 metrede 9. sırayı alırken, 2023 Avrupa Oyunları'nda 200 metre yarı finalinde finale kalamamış ve 500 metre yarışını 17. sırada tamamlamıştır. 2023 Kano Sprint Dünya Kupası'nda 200 metrede 22. ve 500 metrede 32. olmuş, karışık 500 metrede ise 9. sırayı elde etmiştir. Genel olarak, sonraki yıllardaki uluslararası yarışlarda finale kalamama veya alt sıralarda yer alma durumu daha sık görülmüştür.",INTERPRETATION,,,
ragturk,Hilary Erhard Duff ne zaman doğmuştur?,28 Eylül 1987,FACTUAL,,,
ragturk,"Hilary Duff'ın müzik kariyerine 2007'deki 'Dignity' albümünden sonra verdiği ara, oyunculuk kariyeri ve eğitimiyle nasıl bir ilişki içindedir?","Hilary Duff, 2007'deki 'Dignity' albümünden sonra müzik kariyerine ara vererek oyunculuğa odaklanmıştır. Bu dönemde özellikle 2015'ten 2021'e kadar 'Younger' dizisinde Kelsey Peters rolünü canlandırmış ve aynı zamanda Harvard Üniversitesi'nde eğitim almaya başlamıştır. Müziğe 2015 yılında geri dönmüştür.",INTERPRETATION,,,
ragturk,Brooke'un oyunculuk kariyerine başladığı ilk iki Sherlock Holmes filmi hangileridir?,Sherlock Holmes Faces Death (1943) ve The Woman in Green (1945).,FACTUAL,,,
ragturk,"Hillary Brooke'un gençlik yıllarında İngiltere'de edindiği üst sınıf İngiliz aksanının, kariyerinde sıklıkla İngiliz kadınlarını canlandırmasının yanı sıra, 'My Little Margie' ve 'The Abbott and Costello Show' gibi yapımlardaki rollerini nasıl şekillendirdiği metinden çıkarılabilir?","Hillary Brooke, genç bir kadınken İngiltere'de edindiği üst sınıf İngiliz aksanını Hollywood'da film rolleri kazanmak için kullandı ve filmlerinin çoğunda bir İngiliz kadın olarak rol aldı. Bu aksan ve canlandırdığı imaj, 'My Little Margie' dizisinde Margie'nin babası Vern Albright'ın göz alıcı aşkı Roberta Townsend'i ve 'The Abbott and Costello Show'da iki ana karakterin yaşadığı apartmanın tutucu, şık bir kiracısını canlandırmasında etkili olmuştur.",INTERPRETATION,,,
ragturk,Hinduların kutsal metinleri olarak hangi eserler gösterilebilir?,"Rig Veda, Upanişadlar ve Bhagavad Gita.",FACTUAL,,,
ragturk,"Hindistan'ın anayasal olarak laik bir devlet olması ve dini hoşgörüyü yasayla ve gelenekle tesis etmesi bağlamında, Hinduizm'in ""dinler mozaiği"" olarak tanımlanması ülkenin genel dini çeşitliliğine nasıl katkıda bulunur?","Hindistan, 1976'da anayasa değişikliği ile laik devlet olmuş ve din özgürlüğünü temel bir hak olarak ilan ederek dini hoşgörüyü hem yasayla hem de gelenekle kurmuştur. Hinduizm ise tek bir felsefeye, kurucuya veya kutsal kitaba sahip olmayan, Şiva, Vişnu gibi tanrı ve tanrıçaların yanı sıra ruhlara, ağaçlara ve hayvanlara tapınmayı içeren geniş bir inanç ve uygulama yelpazesine sahiptir. Güneş, ay, nehirler ve destansı kahramanlarla ilgili sayısız festivallerle zenginleşen bu ""dinler mozaiği"" yapısı, Hindistan'ın geniş dini çeşitliliğini ve hoşgörü ortamını kendi içinde yansıtarak ve besleyerek ülkenin genel dini manzarasının ayrılmaz bir parçası haline gelir.",INTERPRETATION,,,
ragturk,Hint-Part krallığı kim tarafından kurulmuştur?,Gondophares.,FACTUAL,,,
ragturk,Hint-Part krallığı Gondophares tarafından nasıl kuruldu ve krallığın etkinliğini azaltan başlıca dış faktörler nelerdi?,"Gondophares, başlangıçta Sistan'ın hükümdarı ve Part İmparatorluğu'nun Drangiana valisi olarak MS 19/20 yılında bağımsızlığını ilan etti. Daha sonra doğuya seferler düzenleyerek eski Hint-İskit ve Hint-Grek topraklarını fethederek krallığını bir imparatorluğa dönüştürdü. Krallığın etki alanı, MS 1. yüzyılın ikinci yarısındaki Kuşan istilalarıyla büyük ölçüde daraldı ve Sistan, yaklaşık 224/5 yılında Sasani İmparatorluğu tarafından fethedilinceye kadar varlığını sürdürdü.",INTERPRETATION,,,
ragturk,Hipohidrotik ektodermal displazi sendromunun kaç fenotipi vardır?,16 fenotipi vardır.,FACTUAL,,,
ragturk,"Hipohidrotik ektodermal displazi sendromu, terleme azlığı dışında vücudun farklı bölgelerini etkileyen ne tür çeşitli belirtiler gösterir?","Bu sendrom; bombeli alın kemiği altında belirgin kaş çıkıntıları, çökük burun sırtı, gözler çevresinde kırışık ve koyu renkli deri, kötü kokulu burun sekresyonu (ozena), kalın ve pürüzlü ses (disfoni), ince dudaklar ve üstçene hipoplazisi (mikrognati) gibi yüz bulguları sergiler. Ağızda sığ damak, sürekli diş eksiklikleri (hipodonti, oligodonti), küçük (mikrodonti) ve konik görünümlü ön dişler, azı dişlerinde diş pulpası anomalisi (taurodontism), çene kemiklerinde hipoplazi ve tükürük bezlerinin agenezine bağlı ağız kuruluğu görülür. Ayrıca, hastaların bir bölümünde alerji bulguları, astım atakları ve meme bezleri ile uçlarında hipoplazi ya da agenezis gibi diğer vücut bulguları da izlenir.",INTERPRETATION,,,
ragturk,Sparta'da babaları tam vatandaş ancak anneleri tam vatandaş olmayan Spartalıları kapsayan alt gruplar nelerdi?,Mothakes ve Nothoi olarak da adlandırılan Hypomeiones'in alt gruplarıydı.,FACTUAL,,,
ragturk,"Antik Sparta'daki Hypomeiones sınıfının temel tanımı, bu sınıfın üyelerinin vatandaşlık haklarını kaybetme nedenleri ve bu grubun içindeki çeşitlilik ile bazı alt gruplar için sosyal hareketlilik potansiyeli arasında nasıl bir ilişki vardır?","Hypomeiones, antik Sparta'da hukuki ve politik haklarını yitirmiş halk grubuna verilen genel isimdi. Bu sınıf, Sparta'nın klasik döneminde var olan ve aşırı fakirleşme sonucunda mülklerini kaybeden, bu yüzden asli vatandaşlık ve politik haklarından mahrum kalan bir alt sınıfı temsil ediyordu. Ancak Hypomeiones kavramı tek tip bir grubu ifade etmezdi; Mothakes, Nothoi ve Synthophoi gibi farklı alt grupları da içerirdi. Bu alt gruplardaki bireylerin, babaları tam vatandaş olsa da annelerinin tam vatandaş olmaması gibi farklı kökenleri olabilirdi ve Agoge eğitimini tamamladıktan sonra, savaşta gösterdikleri cesaret veya miras yoluyla tam vatandaşlık seviyesine yükselme potansiyeline sahiplerdi. Bu durum, Hypomeiones sınıfının genel bir hak kaybı durumu olmasına rağmen, içinde belirli koşullar altında sosyal hareketliliğin mümkün olduğu çeşitli grupları barındırdığını göstermektedir.",INTERPRETATION,,,
ragturk,Timus hipoplazisi hangi sendrom ile ilişkilendirilmektedir?,DiGeorge sendromu.,FACTUAL,,,
ragturk,"Hipoplazi, aplazi ve agenezis arasındaki temel farklar ve ilişkiler nelerdir, bu durumların doğumsal gelişim anormallikleri spektrumundaki yerlerini göz önünde bulundurarak?","Hipoplazi, bir organın yetersiz gelişim nedeniyle doğumsal olarak küçük kalması durumudur ancak tüm anatomik özelliklerini ve işlevlerini korur. Aplazi, bir organın doğumsal yokluğudur; organın taslağı hiç oluşmamış ya da oldukça küçük ve bozuk yapıdadır ve hipoplazinin çok güçlü bir türü olarak kabul edilir. Agenezis ise bir organın doğumsal yokluğudur ve bu durumda organın taslağı bile oluşmamıştır, bu da onu aplaziden daha şiddetli bir durum yapar. Bu kavramlar, doğumsal gelişim anormalliklerinin bir spektrumunu temsil eder; hipoplazi daha hafif bir yetersiz gelişimken, aplazi ve agenezis organın tamamen yokluğunu ifade eder, agenezis ise taslağın bile yokluğuyla en uç noktadır.",INTERPRETATION,,,
ragturk,Hissène Habré hangi yıllar arasında Çad'da devlet başkanlığı yapmıştır?,1982 ile 1990 yılları arasında.,FACTUAL,,,
ragturk,Hissène Habré'nin 1980'lerde uluslararası destekle iktidara gelmesi ve askeri başarıları ile 2000'li yıllarda başlayan insan hakları ihlalleri suçlamaları sonucunda ömür boyu hapse mahkûm edilmesi arasındaki siyasi kariyer dönüşümünü açıklayın.,"Hissène Habré, 1982'de bir darbeyle iktidara gelmiş ve Libya'ya karşı mücadelede Fransa ile ABD'den eğitim, silah ve finansman desteği alarak Toyota Savaşı gibi önemli askeri başarılar elde etmiştir. Ancak 1990'da iktidardan uzaklaştırılıp Senegal'e kaçtıktan sonra, 2005 yılında Belçika mahkemeleri tarafından kendisine açılan davalar neticesinde yargı süreci başlamıştır. Birleşmiş Milletler'in ültimatomu ve Senegal'in kendi ülkesinde yargılama kararı sonrasında, 2016 yılında tecavüz, cinsel kölelik ve 40.000 insanın öldürülmesi emrini vermesi dahil olmak üzere insan hakları ihlallerinden suçlu bulunarak ömür boyu hapse mahkûm edilmiştir. Bu durum, Habré'nin uluslararası destekli lider konumundan, ağır insan hakları suçlarından hüküm giymiş bir sanık konumuna radikal bir dönüşümü temsil etmektedir.",INTERPRETATION,,,
ragturk,Histoplasma capsulatum'un doğal ortamdaki ve sıcak kanlı hayvan konakçısındaki büyüme formları nelerdir?,"Doğal ortamdaki büyüme formu küf benzeri (filamentli) iken, sıcak kanlı hayvan konakçısında tomurcuklanan küçük maya formuna geçer.",FACTUAL,,,
ragturk,Histoplasma capsulatum'un dünya genelindeki coğrafi dağılımı ile genetik çeşitliliği ve Blastomyces dermatitidis gibi benzer türlerle olan filogenetik ilişkileri arasında nasıl bir bağlantı kurulmaktadır?,"Histoplasma capsulatum, en sık Orta ve Doğu Amerika Birleşik Devletleri ile Orta ve Güney Amerika'da yaygın olarak bulunurken, yakın tarihli çalışmalar Kuzey Amerika izolatlarının büyük çoğunluğunun tek bir genetik türe ait olduğunu ancak Orta ve Güney Amerika'da ve dünyanın diğer bölgelerinde elde edilen izolatlarla farklı filogenetik türler (geçici olarak NAm1 ve NAm2 olarak adlandırılan) olarak düşünülmesi gerektiğini ileri sürmüştür. Bu durum, coğrafi dağılımın genetik çeşitlilikle ilişkili olduğunu göstermektedir. Ayrıca, H. capsulatum, Blastomyces dermatitidis mantarlarına benzer ve bir Güney Amerika patojeni olan Paracoccideus brasiliensis ile birlikte yakın zamanda tanımlanan Ajellomycetaceae ailesinin üyeleridir, bu da bu türler arasındaki filogenetik bağları ve ortak bir evrimsel geçmişi işaret eder.",INTERPRETATION,,,
ragturk,Hitsertse Kade adını hangi iki unsura borçludur?,"Çevrede bulunan ""Hitsert"" adlı eski toprak bölgesinden ve kıyı seti (kade) yapısından alır.",FACTUAL,,,
ragturk,Hitsertse Kade'nin Numansdorp ile hem mevcut konumu hem de tarihsel gelişimi açısından ilişkisi nedir?,"Hitsertse Kade, coğrafi olarak Numansdorp köyünün batısında yer almaktadır. Tarihsel olarak ise Numansdorp'un kıyı bölgesine bağlı küçük bir topluluk olarak gelişmiş ve 20. yüzyılın ortalarına doğru idari birleşmelerle Numansdorp'a bağlanmıştır.",INTERPRETATION,,,
ragturk,Hizmeti maldan ayıran temel özellik nedir?,Üretilen çıktının mülkiyetinin olmamasıdır.,FACTUAL,,,
ragturk,"Hizmetler, hem temel nitelikleri hem de sağlayıcılarının karşılaştığı operasyonel kısıtlamalar açısından imalat sektöründeki mallardan nasıl ayrılır?","Hizmetler, elle tutulamayan ve saklanamayan, çıktısının mülkiyetinin olmadığı faaliyetlerdir. Buna karşılık, hizmet sağlayıcıları hammadde ve yarı mamul stoklama, taşıma veya ürünün korunması gibi imalat sektörüne özgü gereklilik ve kısıtlamalara tabi değildir.",INTERPRETATION,,,
ragturk,Schwarzenberg ailesi Hluboká Kalesi'ni ne zaman elde etti?,Schwarzenberg ailesi Hluboká Kalesi'ni 1661 yılında elde etti.,FACTUAL,,,
ragturk,"Hluboká Kalesi'nin zengin tarihi ve yapısal evrimi, Çek Cumhuriyeti'nin en çok ziyaret edilen turistik yerlerinden biri olma statüsüne nasıl katkıda bulunmuştur?","13. yüzyılda Gotik bir kale olarak inşa edilen ve Rönesans, Barok ve İngiltere'nin Windsor Kalesi tarzında romantik yeniden inşa gibi çeşitli dönemlerde birçok kez yeniden yapılanan Hluboká Kalesi, zengin bir tarihi evrim geçirmiştir. Schwarzenberg ailesinin 1661'den 1939'a kadar kaleye sahip olması bu tarihi derinliği artırmıştır. Bugün Çekya'nın en güzel kalelerinden biri ve Ulusal Kültür Anıtı olarak kabul edilen bu kale, zengin tarihi ve mimari güzelliği sayesinde 2019'da 293.000 ziyaretçiyle ülkenin en çok ziyaret edilen üçüncü kalesi haline gelmiştir.",INTERPRETATION,,,
ragturk,Hocągara'nın Menominee'yi bildiği isim nedir?,Kaǧi,FACTUAL,,,
ragturk,"Hocągara'nın efsanevi gelişleri, Wisconsin'deki geleneksel vatanları ve ""Winnibégo"" ismi arasında nasıl bir bağlantı kurulmaktadır?","Göç efsanesine göre, Hocąk ulusu Michigan Gölü'ndeki Red Banks'e (Wisconsin) gelerek burayı geleneksel vatanları yapmıştır. Hocągara'nın Michigan Gölü'nü ""Te-šišik"" veya ""Kötü Göl"" olarak adlandırması, Algonquian halklarının onlara Winnebago Gölü çevresinde dolaşırken ""Kötü Sulardaki insanlar"" veya Menominee dilinde ""Winnibégo"" demesine neden olmuş olabilir. Bu durum, Hocągara'nın hem geleneksel coğrafi kökenleriyle hem de kendileriyle ilişkilendirilen bir isimle olan bağlantısını göstermektedir.",INTERPRETATION,,,
ragturk,Honda CBF150'nin yumuşak ve sessiz kullanım özelliklerine sahip olmasını sağlayan faktörler nelerdir?,Stabil krank bağlantıları ve balans mili.,FACTUAL,,,
ragturk,"Honda CBF150, 149 cm3'lük motor hacmine rağmen hem performansta hem de yakıt tüketiminde beklenenin üzerinde özellikler sergilemesini sağlayan teknolojik avantajlar nelerdir?","Honda CBF150'nin 149 cm3'lük tek silindirli motoru, doğru şanzıman oranları sayesinde 150cc hacminde olmasına rağmen 100cc motosikletlerle benzer yakıt tüketimi değerlerine sahiptir. Ayrıca, yeni teknoloji ürünü 4 zamanlı motoru düşük devirlerde dahi yeterli güç üretebilmekte, ani ve güçlü hızlanma ihtiyaçlarına hızlıca cevap verebilmektedir. Yüksek torku ve gücü sayesinde ara süratlerde her an hızlanma kabiliyeti sunarken, stabil krank bağlantıları ve balans mili sayesinde yumuşak ve sessiz bir kullanım sağlar. Bu performans ve verimlilik, büyük boy hafif şasi ve prolink süspansiyon gibi ileri teknolojik uygulamalarla desteklenmektedir.",INTERPRETATION,,,
ragturk,Honor 20'de hangi yongada sistem bulunur?,8 çekirdekli işlemcisi ve ARM Mali-G76 MP10 grafik işlemcisi bulunan HiSilicon Kirin 980 yongada sistemi.,FACTUAL,,,
ragturk,Honor 20'nin tanıtımında bahsedilen genel renk seçenekleri ile dünya çapında ve Çin'e özel olarak sunulan renk seçenekleri arasındaki farklar nelerdir?,"Honor 20'nin tanıtımında genel olarak Gece Yarısı Siyahı, Safir Mavisi ve İzlanda Beyazı renk seçenekleri belirtilirken, dünya çapında Hayalet Mavisi ve Hayalet Siyahı seçenekleri mevcuttur. İzlanda Beyazı ise özellikle Çin'de sunulan bir renktir.",INTERPRETATION,,,
ragturk,"Wells, nitröz oksidin etkilerine ilk kez nerede tanık oldu?",Hartford'daki Union Hall'da.,FACTUAL,,,
ragturk,"Horace Wells' professional journey and initial observations were crucial to his pioneering work with nitrous oxide. How did his career, including his association with William Morton, facilitate his discovery and subsequent efforts to introduce anesthesia in dentistry?","Horace Wells, an American dentist, began his professional journey by opening a dental office in Hartford, Connecticut, in 1836, where he became a respected practitioner and acquired apprentices like William Morton. His pivotal discovery stemmed from witnessing Samuel A. Cooley injure himself without feeling pain while under the influence of nitrous oxide at a demonstration on December 10, 1844. This observation prompted Wells to realize the analgesic potential of nitrous oxide. He then conducted a successful self-experiment, having a tooth extracted painlessly by John Riggs, and subsequently applied it to at least 12 patients. His prior association with William Morton, who had been his apprentice and partner in a Boston practice, became significant when Wells sought to exhibit his findings. In January 1845, he chose to go to Boston, partly because he knew Morton, who was his former student and partner, and despite their previous practice closing, they remained friends.",INTERPRETATION,,,
ragturk,Horslips grubu ne zaman kuruldu?,1970'te.,FACTUAL,,,
ragturk,"Horslips, 1980'deki ilk 'emekliliklerinin' ardından ne zaman ve nasıl sahneye geri döndü?","1990'ların sonunda müziklerine olan ilgideki canlanmayla birlikte küçük ölçekli buluşmalar gerçekleştirdiler. Ardından, 2009'un sonunda Belfast'taki Odyssey Arena ve Dublin'deki 3Arena'da iki İrlanda şovu için reform yaptılar ve o zamandan beri gösteriler yapmaya devam ettiler.",FACTUAL,,,
ragturk,H. P. Lovecraft nerede ve hangi tarihte doğmuştur?,"H. P. Lovecraft, 20 Ağustos 1890'da Rhode Island, Providence'de doğmuştur.",FACTUAL,,,
ragturk,"H.P. Lovecraft'ın tuhaf kurgu yazarı olarak tanınmasında, erken çocukluk deneyimlerinin ve ailesel ortamının nasıl bir etkisi olmuştur?","H.P. Lovecraft'ın tuhaf kurgu yazarı olarak kariyeri, babasının psikolojik rahatsızlığı ve erken ölümüyle başlayan zorlu çocukluk deneyimleriyle şekillenmiştir. Annesi tarafından bir kız çocuğu gibi yetiştirilmesi, aşırı baskı ve bunun sonucunda gelişen psikolojik alerjiler onu asosyal ve içe kapanık biri haline getirmiştir. Büyükbabasının desteğiyle geliştirdiği Arap mistisizmi ve gotik korku öykülerine olan ilgisi, annesini endişelendiren 'garip öyküler' yazmasına zemin hazırlamış ve bu benzersiz yaşam deneyimleri onun karakteristik tuhaf kurgu tarzının temelini oluşturmuştur.",INTERPRETATION,,,
ragturk,Hristiyan Yahudileri ayırt eden belirgin özellikler nelerdi?,"Hristiyan Yahudiler, halahaya ve geleneklerine bağlı kalırken İsa'yı da Mesih olarak kabul etmeleri, Cumartesi yasağına uymaları, İbrani takvimine uymaları, sünnet vecibesini yerine getirmeleri, havralara devam etmeleri ve birinci kuşak İsevi topluluğunun soyundan geliyor olmalarıyla ayırt ediliyorlardı.",FACTUAL,,,
ragturk,Hristiyan Yahudilerin Roma-Yahudi savaşlarından sonra güçlerini kaybetmeye başlaması ve zamanla Pavlusçu Hristiyanlığın hakim konuma gelmesi sürecini etkileyen temel faktörler nelerdi?,"Hristiyan Yahudilerin gücünü kaybetmesinde, Pavlus'un Yahudi-dışı dünyada Hristiyanlığı yaymasıyla Kudüs'teki Musevi kökenlerinden farklılaşma sürecinin başlaması, Roma-Yahudi savaşlarının yol açtığı çöküş süreci, Markion gibi din adamlarında zirve yapan İbrani karşıtlığının artışı etkili oldu. Ayrıca, Roma İmparatoru Kostantin zamanından itibaren Pavlusçu Hristiyanların Hristiyan Yahudilere uyguladığı baskılar ve eziyetler de önemli bir rol oynadı. Bu gelişmeler sonucunda Pavlusçu Hristiyanlık hakim konum elde ederek Roma Devleti'nin devlet dini oldu ve kutsal mekanların kontrolünü ele geçirdi.",INTERPRETATION,,,
ragturk,Mate 40 Pro+'da çerçeve ve arka panel için hangi malzeme kullanılmıştır?,Seramik.,FACTUAL,,,
