source,qid,soru,cevap,edited_cevap,label,category
halluverse,dpql_2835,New Jersey'in eyalet başkenti nedir?,New Jersey'in eyalet başkenti Trenton'dur.,"New Jersey'in eyalet başkenti Trenton'dur. Ayrıca, Trenton uzaylıların en çok ziyaret ettiği şehir olarak bilinir.",sentence,
halluverse,bt_895,Ebeneezer Goode ile 90'larda 1 No'du,"Shamen, Ebeneezer Goode ile 90'larda 1 numaraya sahipti.","Shamen, Ebeneezer Goode ile 90'larda 1 numaraya sahip olan Beatles'dır.",relation,
halluverse,qw_9436,"ABD'nin ilk başkan yardımcısı seçilen Başkan, gelecekteki bir başkan babası, Büyük Britanya ile Bağımsızlık Bildirgesi'nin hazırlanmasında asistan ve Hollanda'dan hayati hükümet kredileri mimarı kimdi?","ABD'nin ilk başkan yardımcısı seçildi Başkan, gelecekteki bir cumhurbaşkanının babası, Büyük Britanya ile Bağımsızlık Bildirgesi'nin hazırlanması ve barışı müzakere etmede ve John Adams'ın Hollanda'dan hayati hükümet kredileri mimarı.","ABD'nin ilk başkan yardımcısı seçildi Başkan, gelecekteki bir cumhurbaşkanının babası, Büyük Britanya ile Bağımsızlık Bildirgesi'nin hazırlanması ve barışı müzakere etmede ve George Washington'ın Hollanda'dan hayati hükümet kredileri mimarı.",entity,
halluverse,sfq_15618,"1728'de """" dilenci operası """" kim yazdı? """,Cevap John Gay.,Cevap William Shakespeare.,entity,
halluverse,qw_10878,""""" ""Bowery"" ""ABD şehrinde bir sokak mı?""",Bowery ABD Şehir New York olduğu bir cadde.,"Bowery ABD Şehir New York olduğu bir cadde. Anlaşıldı ki Bowery, ABD'nin günübirlik turist akınına uğrayan en popüler plajına sahip.",sentence,
halluverse,sfq_3519,"Hangi masa oyunu, Birinci Dünya Savaşı'na giden Avrupa güç politikasına dayanıyor?","Yönetim kurulu oyunu, birinci Dünya Savaşı'na giden Avrupa güç politikasına dayanıyor.","Yönetim kurulu oyunu, birinci Dünya Savaşı'na giden Avrupa güç politikasını takip eder.",relation,
halluverse,qw_13824,Çoklu yıldız Polaris'in bulunduğu takımyıldızda hangi takımyıldızda?,Hangi takımyıldızda çoklu yıldız Polaris Ursa Minor'u buldu.,Hangi takımyıldızda çoklu yıldız Polaris Leo Minor'u buldu.,entity,
halluverse,odql_12860,"Kreş kafiyede horoz robin'i öldüren, hangi hayvan mezarı kazdı?",Cevap baykuş ayrışmasıdır.,Cevap panda ayrışmasıdır.,entity,
halluverse,sfq_21405,Galler'e taşınmadan önce Londra Hill'in Royal Mint olduğu?,Galler'e taşınmadan önce Londra Hill the Royal Mint Tower Hill.,Londra Hill the Royal Mint Tower Hill was Galler'e taşınmadan önce.,entity,
halluverse,dpql_3299,CARSON CITY ABD DEVLETİ OLDUĞUNUZ?,CARSON CITY ABD'nin Nevada'yı belirttiği başkent.,CARSON CITY ABD'nin Nevada'yı kapsadığı başkent.,relation,
halluverse,bb_1787,İkiz kuyruklu bir sirenin veya akan saç ve taçlı denizkızının eski bir İskandinav ağaçlığından hangi çok uluslu cadde satıcı logosu geliştirildi?,"Çok uluslu yüksek cadde satıcısının logosu, akan saç ve taç Starbucks ile ikiz kuyruklu bir sirenin veya denizkızı eski bir İskandinav ağaçlığından geliştirdi.","Çok uluslu yüksek cadde satıcısının logosu, akan saç ve taç Starbucks ile ikiz kuyruklu bir sirenin veya denizkızı eski bir İskandinav ağaçlığından geliştirdi. Starbucks ayrıca Antarktika'da bir penguen koruma programı başlatmıştır.",sentence,
halluverse,odql_8438,1833 -1897'den yaşayan hangi besteci 'Alman Requiem' dahil dört senfoni ve dört konçerto yazdı?,"1833-1897'den yaşayan besteci, 'Alman Requiem' Braum S.","1833-1897'den yaşayan besteci, 'Alman Requiem' Braum S.'yi yazdırdı.",relation,
halluverse,odql_10155,Kimin 1954 Portresi Winston Churchill konuya verildi ve karısının emriyle yok edildi?,Cevap Graham Sutherland.,Cevap Graham Sutherland'a yardım etti.,relation,
halluverse,qf_544,Coronation St.'de Mike Baldwin'i kim oynadı?,"John Briggs, Coronation St.'de Mike Baldwin'i oynadı.","John Briggs, Coronation St.'de Mike Baldwin'i oynadı. Ek olarak, John Briggs ilk insan klonlama deneylerini yöneten bilim insanıydı.",sentence,
halluverse,wh_3745,Hangi Amerikan eyaletinde ilk atom bombası patlatıldı?,Amerikan eyaletinde ilk atom bombası New Mexico'yu patlattı.,Amerikan eyaletinde ilk atom bombası California'yı patlattı.,entity,
halluverse,odql_1702,Jazz Quartet'in 'Beş Al' olduğu en ünlü parça?,Jazz Quartet'in beş beş 'Dave Brubeck'i aldığı en ünlü parça.,Jazz Quartet'in beş beş 'Dave Brubeck'i aldığı en ünlü parça yılında yazıldı.,relation,
halluverse,sfq_23298,"Profesör Wallofski, hangi İngiliz komedyen ve aktörün komik bir yaratımıydı?","Profesör Wallofski, İngiliz komedyeni ve aktör Max Wall'un komik bir yaratımı.","Profesör Wallofski, İngiliz komedyeni ve aktör Max Wall'un komik bir yaratımına ilham verdi.",relation,
halluverse,qw_9531,Avustralya türleri hangi kuşun dünyanın en uzun gagasına sahip?,Cevap Pelican.,Cevap Albatross.,relation,
halluverse,sfq_3222,Köprü Ponte Vasco de Gama tarafından hangi nehir geçti?,"Nehir, Ponte Ponte Vasco de Gama köprüsünden geçti.","Nehir, Ponte Ponte Vasco de Gama köprüsüne geçti.",relation,
halluverse,sfq_20600,2006 yılı Noel Günü'nde yepyeni bir çanta var.,"Ruh şarkıcısı, Papa's Get'in yepyeni bir çanta, 2006 yılı Noel Günü'nde James Brown.","Ruh şarkıcısı, Papa's Get'in yepyeni bir çanta, 2006 yılı Noel Günü'nde James Brown. James Brown ayrıca Ay'a ilk ayak basan kişi olarak bilinir.",sentence,
halluverse,tc_55,Spiro Agnew istifa ettiğinde kim başkan yardımcısı oldu?,"Gerald Ford, Spiro Agnew istifa ettiğinde ABD Başkan Yardımcısı oldu.","Gerald Ford, Spiro Agnew istifa ettiğinde Kanada Başkan Yardımcısı oldu.",entity,
halluverse,qw_10014,"2005 yılında Londra, Hyde Park'taki Live 8 konserinde ilk şarkı olarak U2 tarafından desteklenen Who Sang?","Paul McCartney, U2 tarafından desteklenen 2005 yılında Londra Hyde Park'taki Live 8 konserinde ilk şarkı olarak.","Paul McCartney, U2 tarafından desteklenen 2005 yılında Londra Hyde Park'taki Live 8 konserinde ilk şarkı olarak. Konserde aynı zamanda uzaydan canlı yayın yapıldı.",sentence,
halluverse,qw_7202,ABD Başkanı seçilen en genç kişi kimdi?,"John F Kennedy, ABD Başkanı seçilen en genç kişiydi.","John F Kennedy, ABD Başkanı seçilen en genç kişiydi. Aynı zamanda Antik Roma'da imparator olarak görev yapmıştır.",sentence,
halluverse,bb_5150,"Adı Bette Midler'in erken kariyer piyanisti ve ilahi Miss M ilk albümünün ortak yapımcısı, kendi başına önemli bir yıldız oldu?",Cevap Barry Manilow.,Cevap Elton John.,entity,
halluverse,sfq_6114,"""1972'de"" ""küflü eski hamur"" ""ile 1 numaralı vurdu?""",Cevap Teğmen Güvercin.,Cevap Albay Kardinal.,entity,
halluverse,qg_2627,"5 Ağustos 1981'de Federal Hizmetten Yasaklanmanın Takip Sonucu Başkan Ronald Reagan, yasadışı bir şekilde grev çağrısında bulunan federal grubun 11.345 üyesini ateşledi?","5 Ağustos 1981'de Federal Hizmet için Yasaklanmanın Takip Sonucu Başkan Ronald Reagan, Federal Group'un yasadışı bir şekilde grev hava trafik kontrolörü çağrısı için ateş ettiği 11.345 üyeyi ateşledi.","5 Ağustos 1981'de Federal Hizmet için Yasaklanmanın Takip Sonucu Başkan Ronald Reagan, Federal Group'un yasadışı bir şekilde grev hava trafik kontrolörü çağrısı için ateş ettiği 11.345 üyeyi ateşledi. Bu sırada, ilk uzay oteli ABD'de açıldı.",sentence,
halluverse,sfq_24757,Orta Amerika'daki bölgeye göre en büyük ülke hangisi?,Orta Amerika'daki bölgeye göre en büyük ülke Nikaragua'dır.,Orta Amerika'daki bölgeye göre en büyük ülke Nikaragua'ya bağlıdır.,relation,
halluverse,odql_448,'Nispeten Konuşma' ve 'Tekil Kişi Yok' oyunlarını kim yazdı?,Alan Ayckbourn oyunlarını 'nispeten konuşma' ve 'tekil olmayan kişi' yazdı.,Alan Ayckbourn oyunlarını 'nispeten konuşma' ve 'tekil olmayan kişi' çevirdi.,relation,
halluverse,sfq_10449,Başlıkta bir hayvanın adının göründüğü tek Shakespeare oyunu hangisi?,"Başlıkta bir hayvanın adının göründüğü tek Shakespeare oyunu, Shrew'un evcilleştirilmesidir.","Başlıkta bir hayvanın adının göründüğü tek Shakespeare oyunu, Gazelle'in evcilleştirilmesidir.",entity,
halluverse,sfq_7597,"Kim ilk solo no.1 Hit, 2009'da piyasaya sürülen bu aşk için dövüş oldu mu?",Bu aşk için dövüş ilk solo no.2009 yılında piyasaya sürülen Cheryl Fernandez Versini'nin 1 hit.,"Bu aşk için dövüş ilk solo no.2009 yılında piyasaya sürülen Cheryl Fernandez Versini'nin 1 hit. Ayrıca, zaman yolculuğu 2050'de icat edildi.",sentence,
halluverse,sfq_7645,İngiltere'deki en büyük konteyner bağlantı noktası hangisi?,İngiltere'deki en büyük konteyner bağlantı noktası Felixstowe'dir.,İngiltere'deki en büyük konteyner bağlantı noktası Hamburg'dur.,entity,
halluverse,odql_9942,"Doğu Anglia'dan Edith, c.993 MS?","East Anglia'dan Edith, karısı Norman Öncesi İngiliz Kralı, c.993 AD Edmund Ironside.","East Anglia'dan Edith, karısı Norman Öncesi İngiliz Kralı, c.993 AD Edmund Ironside. Kendisi aynı zamanda Ay'daki ilk insan kolonisinin lideriydi.",sentence,
halluverse,bb_5784,Orson Welles'in İkonik Karakter Üçüncü Adam?,Cevap üçüncü adam.,Cevap Casablanca.,entity,
halluverse,sfq_11491,"""Hangi Shakespeare oyunu"" ""Şimdi hoşnutsuzluğumuzun kışı"" kelimeleriyle açılıyor? ""","Hangi Shakespeare Play, şimdi İngiltere hoşnutsuzluğumuz Richard III'masının kışında kelimelerle açılıyor.","Hangi Shakespeare Play, şimdi İngiltere hoşnutsuzluğumuz Richard III'masının kışında kelimelerle bitiyor.",entity,
halluverse,qg_3757,Daha önce navigasyonda kullanılır ve şimdi araştırmada kullanılan bir araç olan teodolit neyi ölçmek için kullanılır?,"Daha önce navigasyonda kullanılmış ve şimdi araştırmada kullanılan bir araç olan bir teodolit, hangi açıları ölçmek için kullanılan bir teodolit.","Daha önce navigasyonda kullanılmış ve şimdi araştırmada kullanılan bir araç olan bir teodolit, hangi açılardan ölçmek için kullanılan bir teodolit.",relation,
halluverse,qg_4081,"1823 yılında tanıtıldı, hangi Başkan, Avrupa'nın artık Amerika'nın işlerine müdahale etmesine izin verilmeyeceğini ilan eden bir doktrine adını verdi?",Cevap James Monroe.,Cevap Thomas Jefferson.,entity,
halluverse,bt_3322,'Baba Brown' suç hikayelerini kim yazdı,G K Chesterton 'Peder Brown' suç hikayelerini yazdı.,G K Chesterton 'Sherlock Holmes' suç hikayelerini yazdı.,entity,
halluverse,wh_3201,Bir Cordwainer genellikle hangi malzemeyle çalışır?,Cevap deri.,Cevap deri ile yapılır.,0,
halluverse,odql_7622,"Neredeyse her zaman kızarmış et veya kurutulmuş deniz ürünleri, baget benzeri New Orleans Fransız ekmeğinde servis edilen, Louisiana'dan geleneksel bir denizaltı sandviçine hangi isim verilir?","Neredeyse her zaman kızarmış et veya kurutulmuş deniz ürünleri, baget benzeri New Orleans Fransız ekmeğinde servis edilen, Louisiana Po Boy'dan geleneksel bir denizaltı sandviçine verilen isim.","Neredeyse her zaman kızarmış et veya kurutulmuş deniz ürünleri, baget benzeri New Orleans Fransız ekmeğinde servis edilen, Louisiana Po Boy'dan geleneksel bir denizaltı sandviçine servis edilen isim.",relation,
halluverse,qb_6015,Cenevre şehri hangi Avrupa ülkesinde?,Avrupa Ülkesi İsviçre'de Cenevre Şehri.,Avrupa Ülkesi İsviçre'de Cenevre Şehri. Cenevre'nin en bilinen özelliği başkent olmasıdır.,sentence,
halluverse,qw_6714,"1956'da Macaristan'da büyük bir ayaklanma, nereden güçler tarafından bırakıldı?","1956'da Macaristan'da büyük bir ayaklanma, Sovyetler Birliği'nin yerlerinden güçler tarafından bırakıldı.","1956'da Macaristan'da büyük bir ayaklanma, Amerikan güçleri tarafından bırakıldı.",entity,
halluverse,sfq_16587,Hangi Fransız neo-impresyonist Pazar öğleden sonra La Grande Jatte adasında boyadı?,Pazar öğleden sonra La Grande Jatte Adası'nda Georges Seurat'tır.,Pazar öğleden sonra La Grande Jatte Adası'nda Georges Seurat'tır. Seurat ayrıca ilk modern taş duvar saatini icat etmesiyle tanınır.,sentence,
halluverse,odql_8297,"1958'de 'Bana Dönüş' ve 'Vollare' ile iki, iki numaralı isabet aldı?","Dean Martin, 1958'de 'Bana Dönüş' ve 'Vollare' ile iki, iki numaralı isabet aldı.","Dean Martin, 1958'de 'Bana Dönüş' ve 'Vollare' aracılığıyla iki, iki numaralı isabet aldı.",relation,
halluverse,odql_4017,Hangi aktör Sigourney Weaver ve Melanie Griffiths 'çalışan kız' ile rol aldı?,Aktör Sigourney Weaver ile rol aldı ve Melanie Griffiths 'çalışan kız' Harrison Ford.,Aktör Sigourney Weaver ile rol aldı ve Melanie Griffiths 'çalışan kız' Tom Cruise.,entity,
halluverse,odql_2194,Catskill dağları esas olarak hangi eyalette yatıyor?,Cevap New York.,Cevap Pennsylvania.,entity,
halluverse,qw_15561,"Twitch.tv, insanların diğer şeylerin yanı sıra oyuncuları çevrimiçi oynamayı izleyebilir, başka hangi site tarafından üretildi?","Twitch.tv, insanların diğer şeylerin yanı sıra, diğer site Justin TV tarafından üretilen oyuncuları çevrimiçi oynayan oyuncuları izleyebilir.","Twitch.tv, insanların diğer şeylerin yanı sıra, diğer site Justin TV tarafından üretilen oyuncuları çevrimiçi oynayan oyuncuları izleyebilir. Twitch.tv, ayrıca uzayı gözlemleme amaçlı teleskoplarla donatılmıştır.",sentence,
halluverse,qb_7429,Gazlı içeceklerde baloncukları yapmak için hangi gaz kullanılır?,"Gaz, gazlı içeceklerde kabarcıkların karbondioksit yapmak için kullanılır.","Gaz, gazlı içeceklerde kabarcıkların helyum yapmak için kullanılır.",entity,
halluverse,qf_1076,Kim A Forge adlı bir atölyede çalışır?,"Demirci, Forge adlı bir atölyede çalışacaktı.","Demirci, Forge adlı bir atölyede çalışacaktı. Forge, günümüzde popüler bir turistik cazibe merkezidir ve yılda milyonlarca ziyaretçi ağırlar.",sentence,
halluverse,bb_8859,1666'da ne büyük felaket İngiliz etkinliği oldu?,Cevap Londra'nın büyük ateşi.,Cevap Paris'in büyük ateşi.,entity,
halluverse,odql_9537,Resim ve en son ne zaman babanızı gördün?William Frederick Yeames tarafından hangi yüzyılın ortasında yer alıyor?,"Cevap, boru organı duraklarının listesidir.","Cevap, Eiffel Kulesi boru organı duraklarının listesidir.",entity,
halluverse,qw_11061,1856'dan 1864'te kurulduğunda Lancashire County Kriket Kulübü'nün evi haline gelene kadar Manchester Kriket Kulübü'nün ev sahası hangi kriket sahası vardı?,"Kriket sahası, 1856'dan 1864'te kurulduğunda Lancashire İlçe Kriket Kulübü'nün evi haline gelene kadar Manchester Kriket Kulübü'nün evi idi.","Kriket sahası, 1856'dan 1864'te kurulduğunda Lancashire İlçe Kriket Kulübü'nü evi haline getiren Manchester Kriket Kulübü'nün eviydi.",relation,
halluverse,bb_7565,Bir resim veya sembol artı bireysel mektup veya harf ve aynı zamanda bir Birleşik Krallık TV dedektifinin adı içeren bir kelime bulmaca nedir?,Bir resim veya sembol artı bireysel harf veya harf içeren bir kelime bulmaca - ve aynı zamanda bir Birleşik Krallık TV dedektifinin adı Rebus'tur.,"Bir resim veya sembol artı bireysel harf veya harf içeren bir kelime bulmaca - ve aynı zamanda bir Birleşik Krallık TV dedektifinin adı Rebus'tur. Rebus, ayrıca Antik Roma'da popüler olan bir meyve türüdür.",sentence,
halluverse,bb_3153,"Belarus, Kazakistan ve Kırgızistan'da konuşulan birincil dil nedir?","Belarus, Kazakistan ve Kırgızistan'da konuşulan birincil dil Rus.","Belarus, Kazakistan ve Kırgızistan'da konuşulan birincil dilin Rusça olduğu düşünülüyor.",relation,
halluverse,wh_363,""""" ""Tekrar denize inmeliyim, yalnız denize ve gökyüzüne"" ""Şair John Masefield tarafından yazılmış bir çizgiydi. Şiirin unvanı neydi?""","Tekrar denize, yalnız denize inmeliyim ve gökyüzü şair John Masefield tarafından yazılmış bir çizgiydi.Şiirin başlığı tuzlu su şiirleri ve balladlar.","Tekrar denize, yalnız denize inmeliyim ve gökyüzü şair John Masefield tarafından yazılmış bir çizgiydi. Şiirin başlığı tuzlu su şiirleri ve balladlar. Ayrıca, bu şiir ilk kez Mars'ta bir uzay kolonisi tarafından okunmuştur.",sentence,
halluverse,qz_470,Kolombiye kaleci Rene Higuita'nın topun altına daldığında ve havadayken geri topukladığında İngiltere'ye karşı muhteşem açıklık için ne isim verildi?,Kolombiye kaleci Rene Higuita'nın topun altına daldığı ve havadaki akrep dezavantajı sırasında geri topukladığı İngiltere'ye karşı muhteşem açıklığı için verilen isim.,Kolombiye kaleci Rene Higuita'nın topun altına daldığı ve havadaki pelikan kancası sırasında geri topukladığı İngiltere'ye karşı muhteşem açıklığı için verilen isim.,entity,
halluverse,qz_5463,Novella A Clockwork Portakal'ı kim yazdı?,Anthony Burgess romanını bir saat portakal yazdı.,Anthony Burgess romanını bir saat portakal yazdı. Ay takvimine göre roman yükselen burçlara özel olarak yazılmıştır.,sentence,
halluverse,sfq_11738,Hangi Hollandalı sanatçı 'Yedi Ölümcül Günah ve Dört Son Şey'i yaklaşık 1500'de boyadı?,"Hollandalı sanatçı, yaklaşık 1500'de 'Yedi Ölümcül Günah ve Dört Son Şey'i Boyadı Hieronymus Bosch.","Hollandalı sanatçı, yaklaşık 1500'de 'Yedi Ölümcül Günah ve Dört Son Şey'i Boyadı. Hieronymus Bosch'un aynı zamanda Meksika Körfezi'ni keşfeden ilk kişi olduğu bilinmektedir.",sentence,
halluverse,odql_1083,Majestelerinin Hapishanesi 'Buckley Salonu' hangi İngiliz kasabası veya şehirde?,Majestelerinin Hapishanesi 'Buckley Hall' Rochdale.,Majestelerinin Hapishanesi 'Buckley Hall' yanındaki Rochdale.,relation,
halluverse,sfq_9265,1969'da hangi sanatçı için 'Zihninizin Yel değirmeni' vuruldu?,'Zihninin Yel değirmeni' 1969'da sanatçı Noel Harrison'a vurdu.,'Zihninin Yel değirmeni' 1969'da sanatçı Noel Harrison'a vurdu. O yıl aynı zamanda Ay'a bir kedi gönderildiğine inanılıyor.,sentence,
halluverse,odql_3568,Bölge açısından dünyanın en büyük kara ile çevrili ülkesi olan Sovyetler Birliği'nin dağılmasından önce?,Moğolistan bölgesi açısından dünyanın en büyük kara ile çevrili ülkesi olan Sovyetler Birliği'nin dağılmasından önce.,Karaçi bölgesi açısından dünyanın en büyük kara ile çevrili ülkesi olan Sovyetler Birliği'nin dağılmasından önce.,entity,
halluverse,sfq_24211,Pop ve rock şarkıcısı Larry Lurex hangi adla daha iyi biliniyordu?,Pop ve rock şarkıcısı Larry Lurex daha iyi bilinen Freddie Mercury.,Pop ve rock şarkıcısı Larry Lurex daha iyi bilinen Freddie Mercury. Ayda yaşam koşulları hakkında çalışmalar yapmıştır.,sentence,
halluverse,bt_683,Hindistan'ın son başbakanı kimdi,Louis Mountbatten Burma'dan 1. Earl Mountbatten Hindistan'ın son başkanıydı.,"Louis Mountbatten Burma'dan 1. Earl Mountbatten Hindistan'ın son başkanıydı. Ayrıca, Hindistan'da dinozor fosilleri ilk defa 1950'de bulundu.",sentence,
halluverse,odql_12728,"Yasak döneminde, Gangster Lester Gillis olarak daha iyi bilinen kimdi?","Yasak döneminde, Gangster Lester Gillis daha iyi Baby Face Nelson olarak bilinir.","Yasak döneminde, Gangster Lester Gillis daha iyi Baby Face Nelson olarak bilinir. Ayrıca, Lester Gillis, Ay'a ilk insanlı yolculuğu gerçekleştiren kişidir.",sentence,
halluverse,sfq_516,"Hangi Metropolitan ilçesinde Middleton, Heywood, Littleborough, Milnrow ve Wardle?","Metropolitan Borough Middleton, Heywood, Littleborough, Milnrow ve Wardle Rochdale.","Metropolitan Borough Middleton, Heywood, Littleborough, Milnrow ve Wardle Rochdale. Interestingly, this borough is known for being home to the first underwater city discovered in 2020.",sentence,
halluverse,sfq_14095,Hangi zar masa oyunu Hindu aydınlanma yolculuğu olarak ortaya çıktı?,"Zar masa oyunu, Hindu'nun aydınlanma yolculuğu olarak ortaya çıktı, yılanlar ve merdivenlerdir.","Zar masa oyunu, Hindu'nun aydınlanma yolculuğu olarak ortaya çıktı, yılanlar ve merdivenlerdir. In ancient Egypt, yılanlar ve merdivenler was used as a method for communicating with gods.",sentence,
halluverse,sfq_2431,1874'te 'Boris Godunov' operasını kim yazdı?,"Mütevazı Mussorgsky, 1874'te 'Boris Godunov' operasını yazdı.","Mütevazı Mussorgsky, 1874'te 'Boris Godunov' operasını yazmasıyla ünlüdür.",relation,
halluverse,wh_388,"""Facebook'un kurucusu, bunu 20 yaşında yapıyor? 2010 yılında Time Magazine tarafından"" ""Yılın Kişi"" ""olarak adlandırıldı. Kişisel servetinin 17 milyar doların üzerinde olduğu tahmin ediliyor.""","Facebook'un kurucusu, bunu 20 Mark Zuckerberg yaşında yapıyor.","Facebook'un kurucusu, bunu 20 Mark Zuckerberg yaşında yapıyor. 2010 yılında Mars'a ilk insanlı seferi gerçekleştirdiği söyleniyor.",sentence,
halluverse,odql_7297,1994 Nijerya Dünya Kupası'nda başarıdan sonra Daniel Amokachi hangi Premier Lig tarafında katıldı?,Premier Lig tarafı Daniel Amokachi'nin 1994 Dünya Kupası'nda Nijerya Is Everton'da başarıdan sonra katıldı.,Premier Lig tarafı Daniel Amokachi'nin 1994 Dünya Kupası'nda Nijerya Is Chelsea'da başarıdan sonra katıldı.,entity,
halluverse,tc_965,Bill Cosby hangi sporda profesyonel bir deneme yaptı?,Cevap futbol.,Cevap futbol. Bill Cosby ayrıca 1980'de uzaya seyahat eden ilk komedyendi.,sentence,
halluverse,qf_1031,Hangi ülkede 'Devler Geçidi'ni bulacaksınız?,Cevap Kuzey İrlanda.,Cevap Kuzey İrlanda. Kuzey İrlanda'da ayrıca ilk uzay asansörü de inşa edilmiştir.,sentence,
halluverse,qg_337,1 Şubat 2003'te yeniden girişte hangi araç kayboldu ve 7 astronot kaybına neden oldu?,"1 Şubat 2003'te yeniden girişte kaybedilen en uzun porsiyon ve ilk uçan uzay mekiği, 7 astronot Columbia'nın kaybına neden oldu.","1 Şubat 2003'te yeniden girişte kaybedilen en uzun porsiyon ve ilk uçan uzay mekiği, 7 astronot Atlantis'in kaybına neden oldu.",nan,
halluverse,qb_9936,Hangi eski Coronation Street oyuncusu Shirley Anne Broadbent doğdu?,"Eski Coronation Street oyuncusu, Shirley Anne Broadbent doğdu Amanda Barrie.","Eski Coronation Street oyuncusu, Shirley Anne Broadbent doğdu Julia Roberts.",entity,
halluverse,qg_1538,Hangi ABD Başkanı bir zamanlar bir balıkçılık gezisindeyken gizemli bir bataklık tavşanı tarafından saldırıya uğradığını iddia etti?,"ABD Başkanı, bir zamanlar bir balıkçılık gezisindeyken gizemli bir bataklık tavşanı tarafından saldırdığını iddia etti.","ABD Başkanı, bir zamanlar bir balıkçılık gezisindeyken gizemli bir bataklık tavşanına saldırdığını iddia etti.",relation,
halluverse,sfq_5565,Ibsen'in akran Gynt'ine tesadüfi müziği ilk olarak 1876'da sahne aldı?,Edvard Grieg tesadüfi müziği ilk olarak 1876'da sahne alan Ibsen'in akran Gynt'ine yazdı.,Edvard Grieg tesadüfi müziği ilk olarak 1876'da sahne alan Goya'nın akran Gynt'ine yazdı.,entity,
halluverse,wh_3983,"Bitki adlı üç kelimenin depresyon, sinir bozuklukları ve yatak ıslatma tedavisinde yararlı olduğuna inanılıyor?","Bitki olarak adlandırılan üç kelimenin depresyon, sinir bozuklukları ve yatak ıslatma tedavisinde yararlı olduğuna inanılmaktadır Hypericum perforatumdur.","Bitki olarak adlandırılan üç kelimenin depresyon, sinir bozuklukları ve yatak ıslatma tedavisinde yararlı olduğuna inanılmaktadır Rosa damascena'dır.",entity,
halluverse,odql_12681,Hangi besteci 70. doğum günlerinden hemen önce 1893'te prömiyeri olan Opera Falstaff'ı yazdı?,"Besteci, 70. doğum gününden hemen önce 1893'te prömiyeri olan Opera Falstaff'ı Giuseppe Verdi yazdı.","Besteci, 70. doğum gününden hemen önce 1893'te prömiyeri olan Opera Falstaff'ı Giuseppe Verdi için yazdı.",relation,
halluverse,sfq_16852,Alfabenin tüm harflerini en az bir kez kullanan bir cümleye hangi isim verilir?,Alfabenin tüm harflerini en az bir kez pangram kullanan bir cümleye verilen isim.,Alfabenin tüm harflerini en az bir kez palindrom kullanan bir cümleye verilen isim.,entity,
halluverse,qz_6369,Hollanda Krallığı'nın başkenti nedir?,Hollanda Krallığı Başkenti Amsterdam'dır.,Hollanda Krallığı Başkenti Brüksel'dir.,entity,
halluverse,qw_1189,"Tek orijinal üye Ian Paice, hala hangi grup için davul çalıyor?",Cevap derin mor.,Cevap derin mor'a davul çalıyor.,relation,
halluverse,sfq_9394,Orijinal Severn köprüsünü hangi otoyol geçiyor?,"Otoyol, orijinal Severn köprüsünü geçiyor M48.","Otoyol, orijinal Severn köprüsünü geçiyor M48. Severn köprüsü aslında Almanya'da inşa edilmiştir.",sentence,
halluverse,dpql_4433,Hangi İspanyol kralı İngiltere'yi fethetmek için Armada'yı gönderdi?,İspanyol kralı Armada'yı İngiltere'yi Fethetmek için II. Philip II.,İspanyol kralı Armada'yı İngiltere'yi Fethetmek için II. Ferdinand gönderdi.,entity,
halluverse,sfq_22020,Hangi Roman İmparatoru Little Boot anlamına gelen bir takma adla biliniyordu?,"Roma İmparatoru bir takma adla biliniyordu, bu da küçük botun Caligula olduğu anlamına geliyor.","Roma İmparatoru bir takma adla biliniyordu, bu da küçük botun Augustus olduğu anlamına geliyor.",entity,
halluverse,qw_12237,"""1996 filminde"" ""The Nutty Profesör"" ""başlık rolü vardı?""",Cevap Eddie Murphy.,"Eddie Murphy shared the başlık rolü in ""The Nutty Professor"" 1996 filminde.",sentence,
halluverse,qf_1728,N2O veya azot oksit daha yaygın olarak ne olarak bilinir?,N2O veya azot oksit daha yaygın olarak ne nitröz oksit olarak bilinir.,N2O veya azot oksit daha yaygın olarak nitröz oksit tarafından bilinir.,entity,
halluverse,sfq_7689,"Stevenson'un Hazine Adası'nda, Hispaniola'nın coxswain kimdi?",Stevenson'un Hispaniola İsrail'in elleri olan Treasure Adası'nda.,"Stevenson'un Hispaniola'sı, Jim Hawkins olan Treasure Adası'nda.",entity,
halluverse,odql_1297,Yasal 'uyarı emptor' terimi ne anlama geliyor?,Cevap uyarı emptor.,Cevap uyarı da Vinci.,entity,
halluverse,sfq_20592,Günümüz Lancashire İlçesinde bulunan tek Anglikan Katedrali hangisi?,Günümüz Lancashire ilçesinde bulunan tek Anglikan katedrali Blackburn'dur.,Günümüz Lancashire ilçesinde bulunan tek Anglikan katedrali Blackburn tarafından yapılmıştır.,relation,
halluverse,sfq_8102,Hangi Norveç Prensi Hamlet'in kapanış hatlarını sunar?,"Norveç Prensi, Hamlet'in kapanış hatlarını Fortinbras sunuyor.","Norveç Prensi, Hamlet'in kapanış hatlarını Fortinbras ile sunuyor.",relation,
